date,channel,spend,impressions,clicks
2026-03-28,Influencer,305.8,11904,334
2026-03-28,Google Ads,217.74,11681,209
2026-03-29,Instagram Ads,546.55,29092,728
2026-03-29,Influencer,269.62,10357,334
2026-03-29,Google Ads,183.56,9820,313
2026-03-30,Instagram Ads,453.73,21088,327
2026-03-30,Influencer,252.23,12411,354
2026-03-30,Google Ads,178.76,9147,180
2026-03-31,Instagram Ads,478.61,21274,464
2026-03-31,Influencer,374.2,18310,472
2026-03-31,Google Ads,197.24,7531,169
2026-04-01,Instagram Ads,584.94,31289,980
2026-04-01,Influencer,279.91,12226,203
2026-04-01,Google Ads,161.4,7166,183
2026-04-02,Instagram Ads,454.96,21772,632
2026-04-02,Influencer,279.67,14030,268
2026-04-02,Google Ads,217.63,11117,286
2026-04-03,Instagram Ads,659.73,23862,638
2026-04-03,Influencer,329.78,15897,503
2026-04-03,Google Ads,240.73,12230,254
2026-04-04,Instagram Ads,494.22,23493,612
2026-04-04,Influencer,405.98,15726,346
2026-04-04,Google Ads,221.25,11584,389
2026-04-05,Instagram Ads,477.86,17366,406
2026-04-05,Influencer,297.84,16300,385
2026-04-05,Google Ads,187.29,7923,181
2026-04-06,Instagram Ads,632.25,23153,493
2026-04-06,Influencer,406.97,15490,462
2026-04-06,Google Ads,193.73,9034,153
2026-04-07,Instagram Ads,468.44,21087,414
2026-04-07,Influencer,325.99,12842,359
2026-04-07,Google Ads,263.43,9670,186
2026-04-08,Instagram Ads,639.53,30461,504
2026-04-08,Influencer,315.4,12362,234
2026-04-08,Google Ads,268.05,13464,389
2026-04-09,Instagram Ads,446.98,16704,541
2026-04-09,Influencer,223.72,9566,196
2026-04-09,Google Ads,220.95,8840,187
2026-04-10,Instagram Ads,641.31,30182,540
2026-04-10,Influencer,361.21,14141,334
2026-04-10,Google Ads,230.65,9327,211
2026-04-11,Instagram Ads,604.46,32494,831
2026-04-11,Influencer,224.5,9377,215
2026-04-11,Google Ads,191.54,8375,231
2026-04-12,Instagram Ads,409.52,16566,416
2026-04-12,Influencer,282.81,15504,366
2026-04-12,Google Ads,259.04,13711,434
2026-04-13,Instagram Ads,385.91,20821,365
2026-04-13,Influencer,229.16,9919,187
2026-04-13,Google Ads,171.83,7003,139
2026-04-14,Instagram Ads,588.76,22805,589
2026-04-14,Influencer,410.81,17930,499
2026-04-14,Google Ads,271.7,10257,239
2026-04-15,Instagram Ads,641.36,34406,929
2026-04-15,Influencer,249.96,13255,245
2026-04-15,Google Ads,193.29,8216,196
2026-04-16,Instagram Ads,622.27,31762,933
2026-04-16,Influencer,226.82,10501,314
2026-04-16,Google Ads,204.96,11047,347
2026-04-17,Instagram Ads,573.93,20804,583
2026-04-17,Influencer,396.53,16887,536
2026-04-17,Google Ads,188.23,8734,244
2026-04-18,Instagram Ads,586.6,30885,608
2026-04-18,Influencer,272.66,13382,248
2026-04-18,Google Ads,207.46,7344,130
2026-04-19,Instagram Ads,586.87,29313,507
2026-04-19,Influencer,266.05,9838,232
2026-04-19,Google Ads,164.44,7193,213
2026-04-20,Instagram Ads,588.32,23891,680
2026-04-20,Influencer,399.61,16763,361
2026-04-20,Google Ads,221.09,8823,247
2026-04-21,Instagram Ads,635.66,28087,803
2026-04-21,Influencer,346.98,12412,231
2026-04-21,Google Ads,262.06,14093,431
2026-04-22,Instagram Ads,663.96,27304,544
2026-04-22,Influencer,295.92,10684,333
2026-04-22,Google Ads,273.59,14084,367
2026-04-23,Instagram Ads,464.9,18109,403
2026-04-23,Influencer,349.86,15373,517
2026-04-23,Google Ads,257.06,9523,167
2026-04-24,Instagram Ads,586.04,23216,715
2026-04-24,Influencer,335.43,13281,326
2026-04-24,Google Ads,200.05,10495,164
2026-04-25,Instagram Ads,655.88,31509,937
2026-04-25,Influencer,223.1,10611,284
2026-04-25,Google Ads,216.73,10991,287
2026-04-26,Instagram Ads,643.56,25518,794
2026-04-26,Influencer,256.81,13164,445
2026-04-26,Google Ads,191.1,8713,245
2026-04-27,Instagram Ads,396.27,17785,395
2026-04-27,Influencer,389.06,20438,593
2026-04-27,Google Ads,231.81,11514,256
2026-04-28,Instagram Ads,499.64,23020,777
2026-04-28,Influencer,360.74,16601,504
2026-04-28,Google Ads,195.58,9702,225
2026-04-29,Instagram Ads,459.93,21706,623
2026-04-29,Influencer,310.23,14366,414
2026-04-29,Google Ads,246.05,13018,287
2026-04-30,Instagram Ads,673.57,32160,989
2026-04-30,Influencer,356.12,13928,228
2026-04-30,Google Ads,240.78,10888,316
2026-05-01,Instagram Ads,562.08,23182,479
2026-05-01,Influencer,389.31,15780,462
2026-05-01,Google Ads,212.13,10695,190
2026-05-02,Instagram Ads,469.1,22853,598
2026-05-02,Influencer,281.24,14921,306
2026-05-02,Google Ads,217.2,8480,193
2026-05-03,Instagram Ads,567.14,23198,704
2026-05-03,Influencer,320.24,15880,303
2026-05-03,Google Ads,211.18,7425,224
2026-05-04,Instagram Ads,613.05,31484,759
2026-05-04,Influencer,403.51,19348,291
2026-05-04,Google Ads,194.31,8720,238
2026-05-05,Instagram Ads,421.43,20692,535
2026-05-05,Influencer,347.29,14183,381
2026-05-05,Google Ads,163.36,5928,175
2026-05-06,Instagram Ads,509.09,21350,409
2026-05-06,Influencer,330.84,11923,250
2026-05-06,Google Ads,231.71,10267,359
2026-05-07,Instagram Ads,531.96,22735,570
2026-05-07,Influencer,278.45,14625,386
2026-05-07,Google Ads,185.88,9455,148
2026-05-08,Instagram Ads,735.04,38444,1022
2026-05-08,Influencer,262.24,10307,212
2026-05-08,Google Ads,192.57,8656,293
2026-05-09,Instagram Ads,550.91,26571,764
2026-05-09,Influencer,418.25,14921,344
2026-05-09,Google Ads,266.95,13693,459
2026-05-10,Instagram Ads,639.36,25512,640
2026-05-10,Influencer,246.04,11794,307
2026-05-10,Google Ads,250.82,13444,386
2026-05-11,Instagram Ads,508.59,19822,636
2026-05-11,Influencer,279.28,10677,204
2026-05-11,Google Ads,229.21,8591,290
2026-05-12,Instagram Ads,729.46,39738,627
2026-05-12,Influencer,433.56,23823,806
2026-05-12,Google Ads,251.38,12323,214
2026-05-13,Instagram Ads,698.01,25262,539
2026-05-13,Influencer,442.78,19237,339
2026-05-13,Google Ads,292.2,15978,299
2026-05-14,Instagram Ads,694.76,29741,672
2026-05-14,Influencer,293.31,10528,214
2026-05-14,Google Ads,166.96,8930,252
2026-05-15,Instagram Ads,702.22,34651,610
2026-05-15,Influencer,432.41,22916,503
2026-05-15,Google Ads,174.86,8582,253
2026-05-16,Instagram Ads,705.72,25443,453
2026-05-16,Influencer,362.16,17160,268
2026-05-16,Google Ads,213.9,9985,297
2026-05-17,Instagram Ads,507.12,22657,708
2026-05-17,Influencer,435.14,17234,345
2026-05-17,Google Ads,288.17,12367,363
2026-05-18,Instagram Ads,608.39,24768,695
2026-05-18,Influencer,373.92,17517,297
2026-05-18,Google Ads,295.74,12719,353
2026-05-19,Instagram Ads,701.93,30509,929
2026-05-19,Influencer,438.82,18508,427
2026-05-19,Google Ads,283.48,10826,168
2026-05-20,Instagram Ads,709.84,36508,1257
2026-05-20,Influencer,251.35,9582,163
2026-05-20,Google Ads,253.09,11925,264
2026-05-21,Instagram Ads,418.64,20008,528
2026-05-21,Influencer,262.57,13962,264
2026-05-21,Google Ads,261.31,13771,366
2026-05-22,Instagram Ads,483.42,19909,651
2026-05-22,Influencer,300.6,15007,522
2026-05-22,Google Ads,296.37,13535,426
2026-05-23,Instagram Ads,737.67,31346,628
2026-05-23,Influencer,262.84,9940,318
2026-05-23,Google Ads,240.14,12601,387
2026-05-24,Instagram Ads,629.42,29699,474
2026-05-24,Influencer,418.39,18140,475
2026-05-24,Google Ads,162.6,8735,288
2026-05-25,Instagram Ads,584.8,27220,792
2026-05-25,Influencer,293.72,11583,329
2026-05-25,Google Ads,173.88,7664,190
2026-05-26,Instagram Ads,529.42,20491,452
2026-05-26,Influencer,308.67,13885,395
2026-05-26,Google Ads,292.05,11063,359
2026-05-27,Instagram Ads,496.19,23235,602
2026-05-27,Influencer,353.69,17496,396
2026-05-27,Google Ads,203.25,10580,205
2026-05-28,Instagram Ads,460.64,16266,312
2026-05-28,Influencer,345.8,15827,317
2026-05-28,Google Ads,169.49,8456,255
2026-05-29,Instagram Ads,740.26,39234,1315
2026-05-29,Influencer,403.19,19074,335
2026-05-29,Google Ads,244.73,8839,289
2026-05-30,Instagram Ads,563.78,27596,442
2026-05-30,Influencer,349.03,14319,296
2026-05-30,Google Ads,212.9,7454,181
2026-05-31,Instagram Ads,565.41,29549,708
2026-05-31,Influencer,314.0,17237,455
2026-05-31,Google Ads,224.25,10073,314
2026-06-01,Instagram Ads,551.69,23603,710
2026-06-01,Influencer,272.23,14238,336
2026-06-01,Google Ads,255.9,12833,260
2026-06-02,Instagram Ads,752.86,41094,1022
2026-06-02,Influencer,461.95,16178,532
2026-06-02,Google Ads,216.34,8919,174
2026-06-03,Instagram Ads,543.03,21324,706
2026-06-03,Influencer,453.63,16804,300
2026-06-03,Google Ads,297.0,12764,234
2026-06-04,Instagram Ads,613.91,26602,515
2026-06-04,Influencer,414.48,19739,335
2026-06-04,Google Ads,306.28,14140,282
2026-06-05,Instagram Ads,502.5,18953,445
2026-06-05,Influencer,285.96,12386,222
2026-06-05,Google Ads,266.96,13536,351
2026-06-06,Instagram Ads,675.9,36341,1009
2026-06-06,Influencer,336.17,14787,476
2026-06-06,Google Ads,189.94,7885,209
2026-06-07,Instagram Ads,674.56,33910,724
2026-06-07,Influencer,288.23,15592,257
2026-06-07,Google Ads,184.83,8298,260
2026-06-08,Instagram Ads,710.47,38190,681
2026-06-08,Influencer,338.71,13766,443
2026-06-08,Google Ads,242.3,8610,251
2026-06-09,Instagram Ads,569.26,25971,853
2026-06-09,Influencer,312.58,12442,252
2026-06-09,Google Ads,220.3,8183,236
2026-06-10,Instagram Ads,502.91,26917,519
2026-06-10,Influencer,312.34,12787,388
2026-06-10,Google Ads,233.4,11993,368
2026-06-11,Instagram Ads,767.19,38460,616
2026-06-11,Influencer,440.07,23658,825
2026-06-11,Google Ads,189.14,8939,169
2026-06-12,Instagram Ads,523.08,26107,902
2026-06-12,Influencer,386.83,20119,305
2026-06-12,Google Ads,176.16,8267,188
2026-06-13,Instagram Ads,752.65,30888,730
2026-06-13,Influencer,372.13,15056,499
2026-06-13,Google Ads,238.81,10384,332
2026-06-14,Instagram Ads,541.18,27789,484
2026-06-14,Influencer,296.34,16007,509
2026-06-14,Google Ads,227.59,10871,368
2026-06-15,Instagram Ads,504.54,18254,470
2026-06-15,Influencer,287.51,11139,365
2026-06-15,Google Ads,171.88,8823,223
2026-06-16,Instagram Ads,631.7,30596,722
2026-06-16,Influencer,281.59,10434,313
2026-06-16,Google Ads,203.16,7224,249
2026-06-17,Instagram Ads,785.82,33446,518
2026-06-17,Influencer,415.91,21469,375
2026-06-17,Google Ads,190.63,9806,327
2026-06-18,Instagram Ads,716.42,27951,649
2026-06-18,Influencer,388.14,14829,284
2026-06-18,Google Ads,212.21,9589,241
2026-06-19,Instagram Ads,725.03,36295,1207
2026-06-19,Influencer,439.11,17598,380
2026-06-19,Google Ads,244.06,8611,284
2026-06-20,Instagram Ads,443.23,18371,484
2026-06-20,Influencer,369.92,17789,454
2026-06-20,Google Ads,204.33,7973,264
2026-06-21,Instagram Ads,523.61,21268,494
2026-06-21,Influencer,286.82,12948,366
2026-06-21,Google Ads,285.87,14073,252
2026-06-22,Instagram Ads,593.92,21245,326
2026-06-22,Influencer,352.85,14134,405
2026-06-22,Google Ads,276.83,14646,442
2026-06-23,Instagram Ads,444.66,18868,386
2026-06-23,Influencer,340.99,13026,220
2026-06-23,Google Ads,247.07,12207,354
2026-06-24,Instagram Ads,592.05,26906,681
2026-06-24,Influencer,408.07,14673,428
2026-06-24,Google Ads,256.03,9975,159
2026-06-25,Instagram Ads,466.72,21232,640
2026-06-25,Influencer,329.69,14039,472
2026-06-25,Google Ads,201.99,7488,163
2026-06-26,Instagram Ads,700.01,33265,775
2026-06-26,Influencer,468.06,23262,377
2026-06-26,Google Ads,279.81,9927,278
2026-06-27,Instagram Ads,504.04,24662,522
2026-06-27,Influencer,447.91,18694,512
2026-06-27,Google Ads,212.66,11344,347
2026-06-28,Instagram Ads,516.05,27854,616
2026-06-28,Influencer,399.35,19910,307
2026-06-28,Google Ads,311.19,13035,245
2026-06-29,Instagram Ads,738.36,36222,606
2026-06-29,Influencer,281.9,13898,229
2026-06-29,Google Ads,305.07,15201,330
2026-06-30,Instagram Ads,559.84,25265,561
2026-06-30,Influencer,428.25,23337,622
2026-06-30,Google Ads,236.1,9315,261
2026-07-01,Instagram Ads,722.37,35182,546
2026-07-01,Influencer,483.39,20187,603
2026-07-01,Google Ads,300.53,14428,330
2026-07-02,Instagram Ads,692.27,24786,749
2026-07-02,Influencer,296.3,12721,217
2026-07-02,Google Ads,312.58,14380,414
2026-07-03,Instagram Ads,721.21,37381,659
2026-07-03,Influencer,427.38,19874,310
2026-07-03,Google Ads,213.42,8611,141
2026-07-04,Instagram Ads,593.34,21089,549
2026-07-04,Influencer,322.49,13138,436
2026-07-04,Google Ads,260.44,10516,283
2026-07-05,Instagram Ads,533.65,19471,300
2026-07-05,Influencer,495.66,24531,760
2026-07-05,Google Ads,335.02,17967,534
2026-07-06,Instagram Ads,725.65,30286,517
2026-07-06,Influencer,407.25,18947,645
2026-07-06,Google Ads,251.04,12254,324
2026-07-07,Instagram Ads,523.94,24542,633
2026-07-07,Influencer,388.57,17589,321
2026-07-07,Google Ads,254.3,11980,296
2026-07-08,Instagram Ads,645.59,23596,443
2026-07-08,Influencer,348.11,15103,405
2026-07-08,Google Ads,316.68,12091,185
2026-07-09,Instagram Ads,630.2,27503,716
2026-07-09,Influencer,467.97,23888,406
2026-07-09,Google Ads,327.7,12193,337
2026-07-10,Instagram Ads,717.24,34856,707
2026-07-10,Influencer,350.3,16104,305
2026-07-10,Google Ads,185.17,8562,208
2026-07-11,Instagram Ads,711.13,26976,858
2026-07-11,Influencer,307.22,16229,389
2026-07-11,Google Ads,267.77,14173,297
2026-07-12,Instagram Ads,525.91,23095,459
2026-07-12,Influencer,396.52,16061,518
2026-07-12,Google Ads,276.74,9687,301
2026-07-13,Instagram Ads,583.78,24170,547
2026-07-13,Influencer,420.48,18434,508
2026-07-13,Google Ads,204.9,11147,329
2026-07-14,Instagram Ads,552.58,27343,724
2026-07-14,Influencer,298.55,11513,182
2026-07-14,Google Ads,308.24,14189,302
2026-07-15,Instagram Ads,504.27,22531,574
2026-07-15,Influencer,437.26,23786,563
2026-07-15,Google Ads,245.34,10402,328
2026-07-16,Instagram Ads,515.96,21606,637
2026-07-16,Influencer,276.67,11284,314
2026-07-16,Google Ads,211.01,8662,214
2026-07-17,Instagram Ads,619.59,22999,776
2026-07-17,Influencer,283.36,14166,232
2026-07-17,Google Ads,254.9,9815,174
2026-07-18,Instagram Ads,504.1,22208,562
2026-07-18,Influencer,304.21,16606,334
2026-07-18,Google Ads,253.58,9972,248
2026-07-19,Instagram Ads,749.85,34059,705
2026-07-19,Influencer,331.12,16615,288
2026-07-19,Google Ads,239.71,9116,183
2026-07-20,Instagram Ads,514.55,27135,804
2026-07-20,Influencer,404.26,15963,402
2026-07-20,Google Ads,263.25,12322,199
2026-07-21,Instagram Ads,834.43,36972,1239
2026-07-21,Influencer,275.3,10998,187
2026-07-21,Google Ads,302.06,12506,397
2026-07-22,Instagram Ads,779.63,37699,1067
2026-07-22,Influencer,436.84,21175,481
2026-07-22,Google Ads,288.52,15276,330
2026-07-23,Instagram Ads,823.51,29046,638
2026-07-23,Influencer,303.91,11406,357
2026-07-23,Google Ads,325.27,16444,567
2026-07-24,Instagram Ads,539.37,20396,518
2026-07-24,Influencer,466.99,16716,583
2026-07-24,Google Ads,275.95,15061,335
2026-07-25,Instagram Ads,633.63,31711,978
2026-07-25,Influencer,327.53,17554,567
2026-07-25,Google Ads,184.84,6944,173
2026-07-26,Instagram Ads,634.77,31210,524
2026-07-26,Influencer,423.9,20062,394
2026-07-26,Google Ads,266.61,10516,188
2026-07-27,Instagram Ads,678.52,37012,730
2026-07-27,Influencer,356.15,14292,290
2026-07-27,Google Ads,245.05,12016,189
2026-07-28,Instagram Ads,828.28,29756,970
2026-07-28,Influencer,482.28,21938,389
2026-07-28,Google Ads,270.16,12852,413
2026-07-29,Instagram Ads,669.85,28947,919
2026-07-29,Influencer,502.54,24072,782
2026-07-29,Google Ads,275.4,13438,386
2026-07-30,Instagram Ads,729.87,30231,801
2026-07-30,Influencer,412.03,17017,374
2026-07-30,Google Ads,300.91,14038,252
2026-07-31,Instagram Ads,781.68,41165,1001
2026-07-31,Influencer,321.88,17366,566
2026-07-31,Google Ads,220.12,8125,193
2026-08-01,Instagram Ads,763.03,29382,742
2026-08-01,Influencer,395.47,20885,492
2026-08-01,Google Ads,281.59,15235,319
2026-08-02,Instagram Ads,602.64,30729,631
2026-08-02,Influencer,496.44,18323,315
2026-08-02,Google Ads,342.46,15690,460
2026-08-03,Instagram Ads,576.27,22085,700
2026-08-03,Influencer,378.88,16708,259
2026-08-03,Google Ads,257.1,12960,407
2026-08-04,Instagram Ads,772.28,37720,947
2026-08-04,Influencer,423.52,21113,421
2026-08-04,Google Ads,231.54,12502,194
2026-08-05,Instagram Ads,540.74,25093,746
2026-08-05,Influencer,423.41,17826,616
2026-08-05,Google Ads,309.76,15992,252
2026-08-06,Instagram Ads,580.67,24668,460
2026-08-06,Influencer,307.91,12163,312
2026-08-06,Google Ads,308.42,15569,246
2026-08-07,Instagram Ads,660.19,24720,583
2026-08-07,Influencer,397.6,17877,587
2026-08-07,Google Ads,326.52,15586,509
2026-08-08,Instagram Ads,763.89,39246,1031
2026-08-08,Influencer,420.26,20795,320
2026-08-08,Google Ads,307.53,16511,483
2026-08-09,Instagram Ads,498.23,21203,661
2026-08-09,Influencer,527.92,22385,712
2026-08-09,Google Ads,336.25,12597,402
2026-08-10,Instagram Ads,617.24,28926,745
2026-08-10,Influencer,454.5,22638,539
2026-08-10,Google Ads,340.3,17419,534
2026-08-11,Instagram Ads,672.71,24050,597
2026-08-11,Influencer,512.97,19907,689
2026-08-11,Google Ads,326.95,16084,459
2026-08-12,Instagram Ads,726.03,35875,840
2026-08-12,Influencer,499.77,24452,743
2026-08-12,Google Ads,324.44,11952,192
2026-08-13,Instagram Ads,814.61,32737,872
2026-08-13,Influencer,400.02,14177,224
2026-08-13,Google Ads,330.17,15568,396
2026-08-14,Instagram Ads,873.96,33614,677
2026-08-14,Influencer,477.77,24129,557
2026-08-14,Google Ads,350.68,18854,287
2026-08-15,Instagram Ads,554.34,28495,618
2026-08-15,Influencer,313.51,15894,382
2026-08-15,Google Ads,274.74,10639,300
2026-08-16,Instagram Ads,711.21,27832,606
2026-08-16,Influencer,438.06,23435,782
2026-08-16,Google Ads,240.88,11974,365
2026-08-17,Instagram Ads,817.85,37960,577
2026-08-17,Influencer,479.0,17786,308
2026-08-17,Google Ads,293.49,16045,318
2026-08-18,Instagram Ads,750.37,30820,1016
2026-08-18,Influencer,437.23,17117,346
2026-08-18,Google Ads,264.82,9915,164
2026-08-19,Instagram Ads,764.55,32985,973
2026-08-19,Influencer,317.14,14968,357
2026-08-19,Google Ads,202.8,9307,155
2026-08-20,Instagram Ads,825.68,39334,1028
2026-08-20,Influencer,322.95,13159,327
2026-08-20,Google Ads,298.07,11524,174
2026-08-21,Instagram Ads,625.73,27943,522
2026-08-21,Influencer,412.05,17211,414
2026-08-21,Google Ads,250.74,11927,189
2026-08-22,Instagram Ads,553.75,24173,534
2026-08-22,Influencer,387.08,19770,647
2026-08-22,Google Ads,234.38,12123,293
2026-08-23,Instagram Ads,596.36,32626,1027
2026-08-23,Influencer,536.77,20592,368
2026-08-23,Google Ads,276.56,13212,243
2026-08-24,Instagram Ads,839.22,38302,889
2026-08-24,Influencer,439.35,20956,332
2026-08-24,Google Ads,358.78,15168,246
2026-08-25,Instagram Ads,835.86,45855,1436
2026-08-25,Influencer,501.41,23826,796
2026-08-25,Google Ads,199.12,10022,284
2026-08-26,Instagram Ads,503.53,23101,584
2026-08-26,Influencer,461.58,16871,524
2026-08-26,Google Ads,216.29,9381,306
2026-08-27,Instagram Ads,715.06,30455,486
2026-08-27,Influencer,456.79,25000,830
2026-08-27,Google Ads,311.98,11576,229
2026-08-28,Instagram Ads,560.36,23596,465
2026-08-28,Influencer,350.52,16591,354
2026-08-28,Google Ads,305.34,16475,457
2026-08-29,Instagram Ads,794.19,39734,858
2026-08-29,Influencer,293.52,10596,218
2026-08-29,Google Ads,307.39,16332,558
2026-08-30,Instagram Ads,493.7,27055,580
2026-08-30,Influencer,499.19,19271,313
2026-08-30,Google Ads,255.86,13350,259
2026-08-31,Instagram Ads,546.74,29084,982
2026-08-31,Influencer,292.92,14513,307
2026-08-31,Google Ads,255.25,11328,266
