order_id,customer_id,order_datetime,payment_method,order_status,discount_code,discount_pct,discount_amount,shipping_fee,gross_amount,net_revenue
289,246,2026-01-20 16:55:00,Prepaid,Delivered,LAUNCH15,15,149.85,0,999.0,849.15
290,247,2026-01-20 13:02:00,COD,Cancelled,NONE,0,0.0,0,2199.0,2199.0
291,248,2026-01-20 14:09:00,COD,Delivered,FESTIVE20,20,319.8,49,1599.0,1328.2
292,249,2026-01-21 11:29:00,Prepaid,Delivered,FESTIVE20,20,399.6,0,1998.0,1598.4
293,250,2026-01-21 13:02:00,COD,Delivered,NONE,0,0.0,0,2198.0,2198.0
294,251,2026-01-21 15:14:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
295,252,2026-01-22 18:51:00,COD,RTO,NONE,0,0.0,49,699.0,748.0
296,253,2026-01-23 22:33:00,COD,Delivered,NONE,0,0.0,0,4498.0,4498.0
297,254,2026-01-23 12:57:00,COD,Delivered,REF10,10,369.8,0,3698.0,3328.2
298,195,2026-01-24 13:13:00,COD,Delivered,NONE,0,0.0,0,2598.0,2598.0
299,255,2026-01-25 08:07:00,COD,RTO,LAUNCH15,15,149.85,49,999.0,898.15
300,10,2026-01-27 21:48:00,Prepaid,Delivered,REF10,10,169.8,0,1698.0,1528.2
301,256,2026-01-27 10:42:00,Prepaid,Delivered,WELCOME10,10,239.8,0,2398.0,2158.2
302,257,2026-01-27 13:00:00,COD,Delivered,NONE,0,0.0,0,3497.0,3497.0
303,258,2026-01-28 16:17:00,COD,RTO,WELCOME10,10,159.9,49,1599.0,1488.1
304,259,2026-01-28 18:32:00,COD,RTO,REF10,10,499.8,0,4998.0,4498.2
305,260,2026-01-29 14:19:00,Prepaid,Delivered,FESTIVE20,20,939.6,0,4698.0,3758.4
306,261,2026-01-29 18:42:00,COD,Delivered,REF10,10,149.9,49,1499.0,1398.1
307,262,2026-01-29 12:33:00,COD,RTO,LAUNCH15,15,239.85,49,1599.0,1408.15
308,263,2026-01-30 12:23:00,COD,Delivered,NONE,0,0.0,0,4396.0,4396.0
309,264,2026-01-30 19:20:00,COD,RTO,NONE,0,0.0,0,4598.0,4598.0
310,265,2026-01-30 17:56:00,COD,Delivered,REF10,10,219.8,0,2198.0,1978.2
311,266,2026-01-31 16:00:00,COD,RTO,REF10,10,99.9,49,999.0,948.1
312,267,2026-01-31 14:15:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
313,268,2026-01-31 18:34:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1
314,269,2026-01-31 16:31:00,COD,Delivered,REF10,10,379.8,0,3798.0,3418.2
315,270,2026-01-31 10:59:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
316,271,2026-02-01 19:32:00,COD,RTO,FESTIVE20,20,1039.4,0,5197.0,4157.6
317,272,2026-02-01 10:11:00,COD,RTO,NONE,0,0.0,0,2598.0,2598.0
318,273,2026-02-02 14:34:00,COD,Delivered,NONE,0,0.0,0,2598.0,2598.0
319,274,2026-02-03 17:40:00,Prepaid,Returned,WELCOME10,10,399.7,0,3997.0,3597.3
320,171,2026-02-03 17:00:00,COD,Delivered,LAUNCH15,15,224.85,49,1499.0,1323.15
321,275,2026-02-04 09:35:00,COD,Cancelled,LAUNCH15,15,1049.4,0,6996.0,5946.6
322,175,2026-02-04 17:43:00,COD,RTO,WELCOME10,10,479.7,0,4797.0,4317.3
323,276,2026-02-04 11:10:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0
324,277,2026-02-05 15:59:00,COD,Delivered,NONE,0,0.0,49,699.0,748.0
325,214,2026-02-06 08:21:00,COD,Delivered,NONE,0,0.0,49,1199.0,1248.0
326,278,2026-02-07 12:19:00,COD,Delivered,FESTIVE20,20,479.6,0,2398.0,1918.4
327,279,2026-02-07 08:44:00,Prepaid,Delivered,LAUNCH15,15,224.85,0,1499.0,1274.15
328,142,2026-02-07 14:21:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0
329,35,2026-02-07 19:36:00,COD,RTO,REF10,10,149.9,49,1499.0,1398.1
330,280,2026-02-07 16:04:00,COD,Delivered,NONE,0,0.0,0,1499.0,1499.0
331,281,2026-02-07 23:39:00,COD,Delivered,WELCOME10,10,169.8,0,1698.0,1528.2
332,282,2026-02-07 09:54:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15
333,164,2026-02-07 15:48:00,COD,Delivered,REF10,10,159.9,49,1599.0,1488.1
334,157,2026-02-09 17:43:00,COD,Delivered,NONE,0,0.0,0,4698.0,4698.0
335,283,2026-02-09 17:54:00,COD,Delivered,NONE,0,0.0,49,1199.0,1248.0
336,284,2026-02-09 12:06:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
337,285,2026-02-11 15:38:00,COD,Delivered,NONE,0,0.0,0,2997.0,2997.0
338,286,2026-02-11 08:48:00,COD,RTO,NONE,0,0.0,49,699.0,748.0
339,287,2026-02-11 15:28:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0
340,288,2026-02-12 14:49:00,COD,RTO,NONE,0,0.0,0,1499.0,1499.0
341,289,2026-02-12 19:16:00,COD,Delivered,NONE,0,0.0,0,2997.0,2997.0
342,290,2026-02-13 20:31:00,COD,RTO,WELCOME10,10,99.9,49,999.0,948.1
343,82,2026-02-14 14:39:00,COD,Delivered,NONE,0,0.0,0,1998.0,1998.0
344,291,2026-02-14 14:45:00,COD,Delivered,NONE,0,0.0,49,1099.0,1148.0
345,292,2026-02-14 15:30:00,COD,Delivered,WELCOME10,10,219.8,0,2198.0,1978.2
346,293,2026-02-14 11:22:00,COD,Delivered,WELCOME10,10,159.9,49,1599.0,1488.1
347,294,2026-02-16 21:41:00,COD,Returned,LAUNCH15,15,104.85,49,699.0,643.15
348,295,2026-02-17 13:14:00,Prepaid,Delivered,FESTIVE20,20,699.8,0,3499.0,2799.2
349,296,2026-02-17 09:25:00,COD,Delivered,REF10,10,759.5,0,7595.0,6835.5
350,99,2026-02-18 15:42:00,COD,Delivered,NONE,0,0.0,0,2498.0,2498.0
351,297,2026-02-19 15:04:00,COD,Delivered,WELCOME10,10,229.9,0,2299.0,2069.1
352,298,2026-02-19 20:11:00,COD,Cancelled,NONE,0,0.0,0,8097.0,8097.0
353,299,2026-02-21 17:38:00,COD,RTO,NONE,0,0.0,49,1299.0,1348.0
354,58,2026-02-22 18:57:00,Prepaid,Delivered,NONE,0,0.0,0,2598.0,2598.0
355,300,2026-02-23 12:37:00,COD,RTO,NONE,0,0.0,0,3499.0,3499.0
356,301,2026-02-24 19:38:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
357,302,2026-02-24 18:11:00,COD,RTO,FESTIVE20,20,999.6,0,4998.0,3998.4
358,303,2026-02-25 18:43:00,COD,RTO,NONE,0,0.0,0,2998.0,2998.0
359,304,2026-02-25 16:09:00,COD,Delivered,WELCOME10,10,159.9,49,1599.0,1488.1
360,305,2026-02-25 14:19:00,COD,Delivered,NONE,0,0.0,0,1998.0,1998.0
361,306,2026-02-25 17:55:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
362,307,2026-02-26 11:20:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
363,308,2026-02-26 12:44:00,COD,Delivered,NONE,0,0.0,0,3398.0,3398.0
364,309,2026-02-26 22:31:00,COD,RTO,LAUNCH15,15,179.85,49,1199.0,1068.15
365,310,2026-02-26 14:20:00,COD,Delivered,NONE,0,0.0,0,2298.0,2298.0
366,311,2026-02-27 14:29:00,COD,Delivered,NONE,0,0.0,0,3697.0,3697.0
367,18,2026-02-27 18:05:00,COD,Delivered,NONE,0,0.0,0,2198.0,2198.0
368,312,2026-02-27 13:51:00,COD,Delivered,NONE,0,0.0,0,1998.0,1998.0
369,313,2026-02-28 19:53:00,COD,Delivered,WELCOME10,10,319.8,0,3198.0,2878.2
370,314,2026-02-28 19:16:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
371,315,2026-03-01 19:15:00,COD,RTO,WELCOME10,10,249.8,0,2498.0,2248.2
372,316,2026-03-02 14:33:00,COD,Delivered,WELCOME10,10,439.6,0,4396.0,3956.4
373,317,2026-03-02 14:54:00,COD,Delivered,FESTIVE20,20,519.6,0,2598.0,2078.4
374,318,2026-03-03 12:22:00,COD,Delivered,NONE,0,0.0,0,1998.0,1998.0
375,319,2026-03-03 11:18:00,COD,RTO,NONE,0,0.0,0,5797.0,5797.0
376,127,2026-03-03 16:13:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2
377,320,2026-03-04 08:02:00,Prepaid,Delivered,FESTIVE20,20,1379.4,0,6897.0,5517.6
378,321,2026-03-05 11:45:00,Prepaid,Delivered,FESTIVE20,20,1079.4,0,5397.0,4317.6
379,322,2026-03-05 18:44:00,Prepaid,Delivered,REF10,10,459.7,0,4597.0,4137.3
380,323,2026-03-05 16:28:00,COD,RTO,REF10,10,99.9,49,999.0,948.1
381,218,2026-03-06 19:04:00,Prepaid,Delivered,NONE,0,0.0,0,699.0,699.0
382,324,2026-03-07 12:21:00,Prepaid,Delivered,NONE,0,0.0,0,4197.0,4197.0
383,325,2026-03-07 13:09:00,COD,Delivered,NONE,0,0.0,0,5798.0,5798.0
384,151,2026-03-07 16:42:00,COD,Delivered,LAUNCH15,15,329.7,0,2198.0,1868.3
385,326,2026-03-08 22:59:00,COD,Delivered,REF10,10,199.8,0,1998.0,1798.2
386,193,2026-03-08 13:11:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1
387,327,2026-03-08 15:54:00,COD,RTO,NONE,0,0.0,0,4398.0,4398.0
388,328,2026-03-08 08:49:00,COD,RTO,NONE,0,0.0,0,3497.0,3497.0
389,329,2026-03-09 14:42:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
390,330,2026-03-09 19:47:00,COD,Delivered,NONE,0,0.0,0,2998.0,2998.0
391,258,2026-03-10 23:13:00,COD,Delivered,NONE,0,0.0,0,6495.0,6495.0
392,331,2026-03-10 14:25:00,COD,Delivered,NONE,0,0.0,49,1199.0,1248.0
393,332,2026-03-10 18:52:00,COD,Delivered,WELCOME10,10,229.8,0,2298.0,2068.2
394,333,2026-03-13 20:20:00,COD,RTO,WELCOME10,10,549.7,0,5497.0,4947.3
395,334,2026-03-13 16:02:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1
396,335,2026-03-13 12:22:00,COD,Delivered,NONE,0,0.0,0,3398.0,3398.0
397,336,2026-03-14 08:15:00,COD,Delivered,NONE,0,0.0,0,3697.0,3697.0
398,337,2026-03-14 14:57:00,COD,Delivered,WELCOME10,10,239.8,0,2398.0,2158.2
399,338,2026-03-15 15:00:00,COD,Delivered,NONE,0,0.0,0,3398.0,3398.0
400,339,2026-03-15 13:27:00,COD,Delivered,LAUNCH15,15,824.55,0,5497.0,4672.45
401,340,2026-03-16 13:26:00,COD,Delivered,NONE,0,0.0,0,1499.0,1499.0
402,341,2026-03-16 14:18:00,Prepaid,Delivered,NONE,0,0.0,0,1099.0,1099.0
403,342,2026-03-17 08:15:00,COD,RTO,NONE,0,0.0,0,3498.0,3498.0
404,343,2026-03-17 14:44:00,COD,Delivered,NONE,0,0.0,0,3598.0,3598.0
405,344,2026-03-17 09:59:00,COD,Delivered,WELCOME10,10,469.7,0,4697.0,4227.3
406,345,2026-03-18 19:39:00,COD,Delivered,NONE,0,0.0,0,6697.0,6697.0
407,346,2026-03-18 18:38:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
408,347,2026-03-18 14:07:00,COD,Delivered,NONE,0,0.0,0,1698.0,1698.0
409,348,2026-03-19 13:50:00,COD,Delivered,NONE,0,0.0,49,699.0,748.0
410,349,2026-03-20 08:32:00,Prepaid,Delivered,NONE,0,0.0,0,3198.0,3198.0
411,154,2026-03-20 11:31:00,COD,Delivered,NONE,0,0.0,0,2398.0,2398.0
412,159,2026-03-20 13:53:00,COD,Delivered,FESTIVE20,20,1179.4,0,5897.0,4717.6
413,350,2026-03-23 22:46:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15
414,351,2026-03-23 19:34:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
415,46,2026-03-25 12:45:00,COD,RTO,NONE,0,0.0,0,1599.0,1599.0
416,352,2026-03-26 12:27:00,COD,Delivered,NONE,0,0.0,0,6496.0,6496.0
417,353,2026-03-26 11:18:00,COD,Delivered,REF10,10,349.9,0,3499.0,3149.1
418,217,2026-03-26 12:05:00,COD,Delivered,FESTIVE20,20,139.8,49,699.0,608.2
419,292,2026-03-27 09:02:00,COD,RTO,LAUNCH15,15,104.85,49,699.0,643.15
420,354,2026-03-28 18:06:00,COD,RTO,NONE,0,0.0,0,4198.0,4198.0
421,355,2026-03-28 13:52:00,COD,Delivered,WELCOME10,10,219.8,0,2198.0,1978.2
422,356,2026-03-29 23:53:00,COD,Delivered,NONE,0,0.0,49,1099.0,1148.0
423,357,2026-03-29 14:40:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0
424,358,2026-03-29 12:48:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1
425,359,2026-03-30 16:43:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1
426,360,2026-03-30 11:07:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0
427,361,2026-03-30 16:01:00,COD,Delivered,NONE,0,0.0,0,4197.0,4197.0
428,362,2026-03-31 10:56:00,COD,Delivered,NONE,0,0.0,0,2697.0,2697.0
429,363,2026-03-31 17:49:00,COD,Delivered,WELCOME10,10,319.8,0,3198.0,2878.2
430,364,2026-03-31 09:54:00,COD,Delivered,LAUNCH15,15,719.4,0,4796.0,4076.6
431,365,2026-04-02 10:59:00,COD,Delivered,REF10,10,289.7,0,2897.0,2607.3
432,366,2026-04-02 11:57:00,COD,Delivered,NONE,0,0.0,0,1998.0,1998.0
433,367,2026-04-03 14:31:00,COD,RTO,LAUNCH15,15,404.55,0,2697.0,2292.45
434,28,2026-04-03 15:32:00,COD,Delivered,REF10,10,219.9,0,2199.0,1979.1
435,368,2026-04-03 15:15:00,COD,Delivered,NONE,0,0.0,0,2398.0,2398.0
436,369,2026-04-04 23:12:00,COD,Delivered,NONE,0,0.0,0,2898.0,2898.0
437,370,2026-04-04 18:49:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2
438,371,2026-04-04 12:51:00,Prepaid,Delivered,NONE,0,0.0,0,2398.0,2398.0
439,254,2026-04-05 16:05:00,COD,Delivered,LAUNCH15,15,449.7,0,2998.0,2548.3
440,372,2026-04-06 17:45:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2
441,289,2026-04-07 16:24:00,COD,Delivered,NONE,0,0.0,0,4897.0,4897.0
442,373,2026-04-08 16:52:00,COD,Delivered,REF10,10,449.7,0,4497.0,4047.3
443,374,2026-04-08 20:20:00,COD,Returned,LAUNCH15,15,149.85,49,999.0,898.15
444,375,2026-04-08 13:54:00,COD,RTO,NONE,0,0.0,49,999.0,1048.0
445,273,2026-04-09 18:03:00,COD,Returned,REF10,10,699.7,0,6997.0,6297.3
446,355,2026-04-09 10:35:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
447,376,2026-04-10 16:05:00,COD,Delivered,NONE,0,0.0,0,3198.0,3198.0
448,202,2026-04-10 13:11:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
449,21,2026-04-11 17:03:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0
450,377,2026-04-11 16:19:00,COD,Delivered,WELCOME10,10,309.8,0,3098.0,2788.2
451,378,2026-04-11 18:46:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0
452,379,2026-04-11 20:15:00,COD,RTO,REF10,10,229.9,0,2299.0,2069.1
453,380,2026-04-11 23:00:00,COD,Delivered,NONE,0,0.0,0,4498.0,4498.0
454,381,2026-04-11 18:22:00,COD,RTO,LAUNCH15,15,1064.4,0,7096.0,6031.6
455,382,2026-04-12 18:17:00,COD,Delivered,LAUNCH15,15,419.7,0,2798.0,2378.3
456,383,2026-04-12 15:54:00,COD,Delivered,NONE,0,0.0,0,2698.0,2698.0
457,262,2026-04-12 23:39:00,Prepaid,Delivered,NONE,0,0.0,0,2299.0,2299.0
458,384,2026-04-13 19:57:00,COD,Delivered,NONE,0,0.0,0,3497.0,3497.0
459,385,2026-04-13 19:26:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
460,386,2026-04-13 12:16:00,COD,Delivered,NONE,0,0.0,0,2798.0,2798.0
461,387,2026-04-13 11:03:00,Prepaid,Delivered,NONE,0,0.0,0,1199.0,1199.0
462,11,2026-04-14 08:45:00,COD,Returned,NONE,0,0.0,49,999.0,1048.0
463,388,2026-04-16 16:26:00,COD,Delivered,NONE,0,0.0,0,3197.0,3197.0
464,389,2026-04-16 12:48:00,COD,Delivered,NONE,0,0.0,49,699.0,748.0
465,390,2026-04-16 17:38:00,COD,RTO,NONE,0,0.0,0,3597.0,3597.0
466,391,2026-04-16 11:33:00,COD,Delivered,NONE,0,0.0,0,1698.0,1698.0
467,392,2026-04-17 12:11:00,COD,Delivered,NONE,0,0.0,0,3297.0,3297.0
468,176,2026-04-18 12:03:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
469,393,2026-04-19 21:06:00,COD,Returned,NONE,0,0.0,0,5798.0,5798.0
470,46,2026-04-19 23:37:00,COD,Returned,NONE,0,0.0,0,1998.0,1998.0
471,394,2026-04-21 17:58:00,Prepaid,RTO,NONE,0,0.0,0,999.0,999.0
472,395,2026-04-21 10:13:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
473,396,2026-04-22 14:50:00,COD,Delivered,NONE,0,0.0,0,1698.0,1698.0
474,369,2026-04-22 08:22:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
475,127,2026-04-22 17:12:00,COD,Delivered,NONE,0,0.0,0,3897.0,3897.0
476,397,2026-04-22 14:47:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1
477,77,2026-04-23 13:19:00,COD,Delivered,NONE,0,0.0,0,2398.0,2398.0
478,103,2026-04-23 13:58:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15
479,398,2026-04-23 11:03:00,COD,RTO,NONE,0,0.0,0,1599.0,1599.0
480,399,2026-04-23 20:32:00,COD,Delivered,REF10,10,169.8,0,1698.0,1528.2
481,400,2026-04-24 20:17:00,COD,RTO,NONE,0,0.0,0,6196.0,6196.0
482,401,2026-04-24 11:12:00,COD,Delivered,NONE,0,0.0,0,6596.0,6596.0
483,402,2026-04-24 12:30:00,COD,Delivered,FESTIVE20,20,399.6,0,1998.0,1598.4
484,403,2026-04-24 10:26:00,COD,Delivered,REF10,10,119.9,49,1199.0,1128.1
485,404,2026-04-25 17:41:00,Prepaid,Delivered,NONE,0,0.0,0,1199.0,1199.0
486,203,2026-04-26 09:10:00,COD,Delivered,NONE,0,0.0,0,5397.0,5397.0
487,43,2026-04-26 20:18:00,COD,Delivered,FESTIVE20,20,239.8,49,1199.0,1008.2
488,396,2026-04-28 13:36:00,COD,RTO,WELCOME10,10,329.8,0,3298.0,2968.2
489,405,2026-04-28 17:48:00,COD,Delivered,WELCOME10,10,219.8,0,2198.0,1978.2
490,406,2026-04-28 10:55:00,COD,Delivered,NONE,0,0.0,0,2498.0,2498.0
491,407,2026-04-28 18:04:00,COD,Delivered,NONE,0,0.0,0,2198.0,2198.0
492,408,2026-04-29 12:09:00,COD,RTO,NONE,0,0.0,0,3197.0,3197.0
493,409,2026-04-29 12:31:00,COD,RTO,REF10,10,539.7,0,5397.0,4857.3
494,410,2026-04-30 16:03:00,COD,Delivered,NONE,0,0.0,0,1499.0,1499.0
495,411,2026-04-30 13:59:00,COD,Returned,WELCOME10,10,169.8,0,1698.0,1528.2
496,412,2026-05-02 21:48:00,COD,Delivered,REF10,10,349.9,0,3499.0,3149.1
497,413,2026-05-02 13:19:00,COD,RTO,NONE,0,0.0,0,3499.0,3499.0
498,414,2026-05-03 19:30:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
499,415,2026-05-03 15:44:00,COD,Delivered,NONE,0,0.0,49,699.0,748.0
500,416,2026-05-03 11:34:00,COD,Delivered,REF10,10,119.9,49,1199.0,1128.1
501,417,2026-05-04 18:12:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
502,418,2026-05-04 11:29:00,COD,Delivered,LAUNCH15,15,404.7,0,2698.0,2293.3
503,104,2026-05-05 09:03:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0
504,401,2026-05-06 18:38:00,COD,Delivered,NONE,0,0.0,0,1998.0,1998.0
505,419,2026-05-06 23:22:00,Prepaid,Delivered,NONE,0,0.0,0,4398.0,4398.0
506,420,2026-05-06 17:29:00,COD,RTO,WELCOME10,10,129.9,49,1299.0,1218.1
507,421,2026-05-07 08:00:00,Prepaid,Delivered,NONE,0,0.0,0,1998.0,1998.0
508,422,2026-05-07 09:17:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
509,206,2026-05-07 18:17:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
510,190,2026-05-07 16:19:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15
511,423,2026-05-08 14:27:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
512,424,2026-05-08 18:06:00,COD,Delivered,NONE,0,0.0,49,1199.0,1248.0
513,425,2026-05-08 16:49:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1
514,426,2026-05-08 21:35:00,Prepaid,Delivered,NONE,0,0.0,0,699.0,699.0
515,427,2026-05-09 20:01:00,COD,Delivered,NONE,0,0.0,0,2597.0,2597.0
516,281,2026-05-09 12:48:00,COD,Delivered,FESTIVE20,20,319.8,49,1599.0,1328.2
517,257,2026-05-09 10:10:00,COD,Delivered,FESTIVE20,20,639.6,0,3198.0,2558.4
518,428,2026-05-09 14:25:00,COD,RTO,NONE,0,0.0,0,2498.0,2498.0
519,429,2026-05-10 14:19:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1
520,430,2026-05-10 14:39:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
521,431,2026-05-10 19:24:00,Prepaid,Delivered,WELCOME10,10,519.6,0,5196.0,4676.4
522,432,2026-05-10 15:37:00,COD,Delivered,NONE,0,0.0,0,4197.0,4197.0
523,433,2026-05-10 13:57:00,COD,Returned,NONE,0,0.0,0,1998.0,1998.0
524,434,2026-05-11 15:03:00,COD,Delivered,NONE,0,0.0,0,1898.0,1898.0
525,435,2026-05-11 15:14:00,COD,Delivered,NONE,0,0.0,0,3097.0,3097.0
526,436,2026-05-12 09:29:00,COD,Delivered,NONE,0,0.0,0,1499.0,1499.0
527,437,2026-05-12 12:22:00,Prepaid,Delivered,NONE,0,0.0,0,4796.0,4796.0
528,438,2026-05-12 09:54:00,COD,RTO,NONE,0,0.0,0,1998.0,1998.0
529,439,2026-05-13 14:02:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
530,440,2026-05-14 14:02:00,COD,Delivered,NONE,0,0.0,0,3298.0,3298.0
531,441,2026-05-15 18:24:00,COD,Delivered,LAUNCH15,15,749.4,0,4996.0,4246.6
532,442,2026-05-16 12:01:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
533,337,2026-05-16 16:12:00,COD,RTO,NONE,0,0.0,0,1499.0,1499.0
534,443,2026-05-16 11:53:00,COD,Delivered,WELCOME10,10,69.9,49,699.0,678.1
535,444,2026-05-17 10:26:00,COD,Delivered,NONE,0,0.0,0,2298.0,2298.0
536,445,2026-05-17 13:12:00,COD,Delivered,REF10,10,409.7,0,4097.0,3687.3
537,446,2026-05-18 18:32:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
538,447,2026-05-18 09:19:00,COD,Returned,NONE,0,0.0,0,1998.0,1998.0
539,132,2026-05-18 14:22:00,COD,Delivered,FESTIVE20,20,1359.4,0,6797.0,5437.6
540,448,2026-05-18 19:21:00,COD,Delivered,LAUNCH15,15,194.85,49,1299.0,1153.15
541,7,2026-05-19 20:04:00,Prepaid,Delivered,LAUNCH15,15,644.55,0,4297.0,3652.45
542,47,2026-05-21 11:18:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
543,449,2026-05-21 08:30:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
544,450,2026-05-23 11:08:00,COD,RTO,NONE,0,0.0,49,999.0,1048.0
545,451,2026-05-24 14:13:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1
546,452,2026-05-24 15:53:00,Prepaid,Delivered,FESTIVE20,20,399.6,0,1998.0,1598.4
547,453,2026-05-25 13:54:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
548,454,2026-05-25 15:00:00,COD,Delivered,FESTIVE20,20,559.6,0,2798.0,2238.4
549,455,2026-05-26 14:20:00,COD,Delivered,NONE,0,0.0,0,4598.0,4598.0
550,456,2026-05-26 11:07:00,COD,RTO,NONE,0,0.0,0,2199.0,2199.0
551,457,2026-05-27 14:30:00,COD,Delivered,NONE,0,0.0,0,4797.0,4797.0
552,458,2026-05-27 12:13:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
553,459,2026-05-27 17:42:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
554,460,2026-05-27 12:01:00,COD,Delivered,WELCOME10,10,149.9,49,1499.0,1398.1
555,461,2026-05-28 16:00:00,COD,Delivered,REF10,10,119.9,49,1199.0,1128.1
556,348,2026-05-28 12:40:00,COD,Delivered,NONE,0,0.0,0,2198.0,2198.0
557,462,2026-05-28 11:34:00,COD,Delivered,NONE,0,0.0,0,4498.0,4498.0
558,463,2026-05-29 17:28:00,COD,Delivered,FESTIVE20,20,459.8,0,2299.0,1839.2
559,29,2026-05-29 16:30:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0
560,464,2026-05-30 11:02:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
561,465,2026-05-30 09:19:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
562,466,2026-05-31 15:37:00,COD,Delivered,NONE,0,0.0,0,1798.0,1798.0
563,467,2026-05-31 15:31:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
564,468,2026-05-31 19:46:00,Prepaid,Delivered,NONE,0,0.0,0,1599.0,1599.0
565,469,2026-05-31 18:05:00,Prepaid,Delivered,REF10,10,99.9,0,999.0,899.1
566,331,2026-06-02 10:34:00,Prepaid,Delivered,LAUNCH15,15,239.85,0,1599.0,1359.15
567,300,2026-06-02 14:48:00,Prepaid,Delivered,REF10,10,109.9,0,1099.0,989.1
568,470,2026-06-02 10:56:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
569,471,2026-06-03 19:53:00,COD,Delivered,LAUNCH15,15,344.7,0,2298.0,1953.3
570,472,2026-06-03 12:34:00,Prepaid,Delivered,NONE,0,0.0,0,2299.0,2299.0
571,473,2026-06-03 17:15:00,COD,Cancelled,NONE,0,0.0,49,999.0,1048.0
572,377,2026-06-04 16:37:00,Prepaid,Delivered,NONE,0,0.0,0,1199.0,1199.0
573,474,2026-06-04 11:48:00,COD,Delivered,NONE,0,0.0,0,3298.0,3298.0
574,191,2026-06-04 14:07:00,COD,RTO,NONE,0,0.0,0,2298.0,2298.0
575,475,2026-06-04 09:08:00,Prepaid,Delivered,LAUNCH15,15,524.7,0,3498.0,2973.3
576,378,2026-06-05 13:25:00,Prepaid,Cancelled,NONE,0,0.0,0,1199.0,1199.0
577,476,2026-06-05 21:05:00,COD,Delivered,NONE,0,0.0,0,2098.0,2098.0
578,477,2026-06-07 12:04:00,Prepaid,Delivered,NONE,0,0.0,0,2199.0,2199.0
