order_item_id,order_id,product_id,quantity,unit_price,line_total,customer_id,order_datetime,payment_method,order_status,discount_code,discount_pct,discount_amount,shipping_fee,gross_amount,net_revenue,is_rto,product_name,collection,category,price,unit_cost,signup_date,city,acquisition_channel,age_group
288,194,9,1,999.0,999.0,102,2025-12-19 15:54:00,COD,Cancelled,LAUNCH15,15,149.85,49,999.0,898.15,0,Terry Shorts,Blanc,Bottoms,999,500.0,2025-11-13,Jaipur,Google Ads,18-22
289,195,6,1,1599.0,1599.0,163,2025-12-19 17:07:00,COD,Delivered,REF10,10,509.8,0,5098.0,4588.2,0,Oversized Shirt,Noir,Shirt,1599,752.0,2025-12-19,Ahmedabad,Google Ads,18-22
290,195,12,1,3499.0,3499.0,163,2025-12-19 17:07:00,COD,Delivered,REF10,10,509.8,0,5098.0,4588.2,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-19,Ahmedabad,Google Ads,18-22
291,196,8,1,699.0,699.0,164,2025-12-20 17:52:00,COD,Delivered,REF10,10,69.9,49,699.0,678.1,0,Baseball Cap,Blanc,Accessory,699,384.0,2025-12-20,Nagpur,Instagram Ads,28-34
292,197,2,1,999.0,999.0,165,2025-12-20 21:28:00,COD,RTO,REF10,10,99.9,49,999.0,948.1,1,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-20,Bengaluru,Google Ads,23-27
293,198,12,1,3499.0,3499.0,90,2025-12-20 14:21:00,COD,Returned,REF10,10,349.9,0,3499.0,3149.1,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-11-09,Lucknow,Organic/Direct,28-34
294,199,11,1,2299.0,2299.0,166,2025-12-20 19:56:00,COD,Delivered,WELCOME10,10,229.9,0,2299.0,2069.1,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2025-12-20,Nagpur,Instagram Ads,23-27
295,200,2,1,999.0,999.0,167,2025-12-20 17:24:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-20,Ahmedabad,Influencer,18-22
296,201,7,1,1499.0,1499.0,168,2025-12-20 14:53:00,COD,Delivered,NONE,0,0.0,0,2498.0,2498.0,0,Sweatpants,Noir,Bottoms,1499,735.0,2025-12-20,Jaipur,Influencer,35+
297,201,2,1,999.0,999.0,168,2025-12-20 14:53:00,COD,Delivered,NONE,0,0.0,0,2498.0,2498.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-20,Jaipur,Influencer,35+
298,202,12,1,3499.0,3499.0,169,2025-12-20 19:04:00,COD,Delivered,REF10,10,609.7,0,6097.0,5487.3,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-20,Nagpur,Referral,23-27
299,202,9,1,999.0,999.0,169,2025-12-20 19:04:00,COD,Delivered,REF10,10,609.7,0,6097.0,5487.3,0,Terry Shorts,Blanc,Bottoms,999,500.0,2025-12-20,Nagpur,Referral,23-27
300,202,6,1,1599.0,1599.0,169,2025-12-20 19:04:00,COD,Delivered,REF10,10,609.7,0,6097.0,5487.3,0,Oversized Shirt,Noir,Shirt,1599,752.0,2025-12-20,Nagpur,Referral,23-27
301,203,12,1,3499.0,3499.0,170,2025-12-20 14:43:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-20,Kolkata,Instagram Ads,28-34
302,204,10,1,2199.0,2199.0,171,2025-12-21 10:02:00,COD,Delivered,WELCOME10,10,339.8,0,3398.0,3058.2,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2025-12-21,Hyderabad,Organic/Direct,18-22
303,204,4,1,1199.0,1199.0,171,2025-12-21 10:02:00,COD,Delivered,WELCOME10,10,339.8,0,3398.0,3058.2,0,Acid Wash Tee,Noir,Tee,1199,576.0,2025-12-21,Hyderabad,Organic/Direct,18-22
304,205,1,1,999.0,999.0,172,2025-12-21 12:23:00,COD,Returned,REF10,10,359.7,0,3597.0,3237.3,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2025-12-21,Nagpur,Influencer,28-34
305,205,3,2,1299.0,2598.0,172,2025-12-21 12:23:00,COD,Returned,REF10,10,359.7,0,3597.0,3237.3,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2025-12-21,Nagpur,Influencer,28-34
306,206,4,1,1199.0,1199.0,173,2025-12-21 20:54:00,COD,Delivered,REF10,10,119.9,49,1199.0,1128.1,0,Acid Wash Tee,Noir,Tee,1199,576.0,2025-12-21,Nashik,Referral,23-27
307,207,8,1,699.0,699.0,174,2025-12-21 21:33:00,COD,RTO,NONE,0,0.0,49,699.0,748.0,1,Baseball Cap,Blanc,Accessory,699,384.0,2025-12-21,Kolkata,Instagram Ads,28-34
308,208,9,1,999.0,999.0,175,2025-12-21 12:53:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2025-12-21,Mumbai,Google Ads,18-22
309,209,3,2,1299.0,2598.0,176,2025-12-22 11:49:00,COD,RTO,NONE,0,0.0,0,2598.0,2598.0,1,Terry Oversized Tee,Noir,Tee,1299,650.0,2025-12-22,Nagpur,Instagram Ads,18-22
310,210,11,1,2299.0,2299.0,164,2025-12-22 14:16:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2025-12-20,Nagpur,Instagram Ads,28-34
311,211,2,1,999.0,999.0,177,2025-12-22 19:38:00,Prepaid,Delivered,WELCOME10,10,299.7,0,2997.0,2697.3,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-22,Nagpur,Instagram Ads,28-34
312,211,1,2,999.0,1998.0,177,2025-12-22 19:38:00,Prepaid,Delivered,WELCOME10,10,299.7,0,2997.0,2697.3,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2025-12-22,Nagpur,Instagram Ads,28-34
313,212,11,1,2299.0,2299.0,178,2025-12-23 11:59:00,COD,Returned,WELCOME10,10,229.9,0,2299.0,2069.1,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2025-12-23,Jaipur,Organic/Direct,28-34
314,213,10,1,2199.0,2199.0,179,2025-12-23 17:17:00,Prepaid,Delivered,NONE,0,0.0,0,2199.0,2199.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2025-12-23,Pune,Organic/Direct,23-27
315,214,9,2,999.0,1998.0,180,2025-12-23 08:43:00,COD,Delivered,NONE,0,0.0,0,3097.0,3097.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2025-12-23,Jaipur,Instagram Ads,23-27
316,214,5,1,1099.0,1099.0,180,2025-12-23 08:43:00,COD,Delivered,NONE,0,0.0,0,3097.0,3097.0,0,Men's Polo,Blanc,Polo,1099,550.0,2025-12-23,Jaipur,Instagram Ads,23-27
317,215,9,2,999.0,1998.0,181,2025-12-24 10:47:00,COD,Delivered,NONE,0,0.0,0,3597.0,3597.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2025-12-24,Mumbai,Google Ads,18-22
318,215,6,1,1599.0,1599.0,181,2025-12-24 10:47:00,COD,Delivered,NONE,0,0.0,0,3597.0,3597.0,0,Oversized Shirt,Noir,Shirt,1599,752.0,2025-12-24,Mumbai,Google Ads,18-22
319,216,2,1,999.0,999.0,182,2025-12-25 13:49:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-25,Pune,Instagram Ads,28-34
320,217,12,2,3499.0,6998.0,183,2025-12-25 19:18:00,COD,Delivered,REF10,10,799.7,0,7997.0,7197.3,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-25,Kolkata,Instagram Ads,23-27
321,217,2,1,999.0,999.0,183,2025-12-25 19:18:00,COD,Delivered,REF10,10,799.7,0,7997.0,7197.3,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-25,Kolkata,Instagram Ads,23-27
322,218,2,1,999.0,999.0,184,2025-12-25 20:11:00,COD,Delivered,NONE,0,0.0,0,2298.0,2298.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-25,Delhi,Instagram Ads,18-22
323,218,3,1,1299.0,1299.0,184,2025-12-25 20:11:00,COD,Delivered,NONE,0,0.0,0,2298.0,2298.0,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2025-12-25,Delhi,Instagram Ads,18-22
324,219,8,1,699.0,699.0,185,2025-12-26 14:56:00,COD,Returned,LAUNCH15,15,104.85,49,699.0,643.15,0,Baseball Cap,Blanc,Accessory,699,384.0,2025-12-26,Nashik,Influencer,28-34
325,220,12,2,3499.0,6998.0,186,2025-12-26 12:00:00,COD,Delivered,WELCOME10,10,699.8,0,6998.0,6298.2,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-26,Ahmedabad,Organic/Direct,18-22
326,221,4,1,1199.0,1199.0,187,2025-12-27 11:28:00,COD,Delivered,REF10,10,119.9,49,1199.0,1128.1,0,Acid Wash Tee,Noir,Tee,1199,576.0,2025-12-27,Kolkata,Instagram Ads,23-27
327,222,5,1,1099.0,1099.0,188,2025-12-27 12:27:00,COD,RTO,LAUNCH15,15,164.85,49,1099.0,983.15,1,Men's Polo,Blanc,Polo,1099,550.0,2025-12-27,Mumbai,Organic/Direct,35+
328,223,8,1,699.0,699.0,66,2025-12-27 08:16:00,COD,Cancelled,NONE,0,0.0,49,699.0,748.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2025-10-26,Mumbai,Referral,35+
329,224,2,1,999.0,999.0,189,2025-12-27 18:24:00,COD,Delivered,NONE,0,0.0,0,2498.0,2498.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-27,Indore,Referral,18-22
330,224,7,1,1499.0,1499.0,189,2025-12-27 18:24:00,COD,Delivered,NONE,0,0.0,0,2498.0,2498.0,0,Sweatpants,Noir,Bottoms,1499,735.0,2025-12-27,Indore,Referral,18-22
331,225,9,1,999.0,999.0,68,2025-12-27 11:39:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2025-10-26,Delhi,Referral,18-22
332,226,6,2,1599.0,3198.0,190,2025-12-27 17:32:00,Prepaid,Delivered,NONE,0,0.0,0,4297.0,4297.0,0,Oversized Shirt,Noir,Shirt,1599,752.0,2025-12-27,Jaipur,Instagram Ads,28-34
333,226,5,1,1099.0,1099.0,190,2025-12-27 17:32:00,Prepaid,Delivered,NONE,0,0.0,0,4297.0,4297.0,0,Men's Polo,Blanc,Polo,1099,550.0,2025-12-27,Jaipur,Instagram Ads,28-34
334,227,4,1,1199.0,1199.0,191,2025-12-27 11:12:00,COD,RTO,NONE,0,0.0,49,1199.0,1248.0,1,Acid Wash Tee,Noir,Tee,1199,576.0,2025-12-27,Ahmedabad,Instagram Ads,23-27
335,228,2,1,999.0,999.0,192,2025-12-27 08:44:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-27,Bengaluru,Influencer,18-22
336,229,11,1,2299.0,2299.0,193,2025-12-28 18:38:00,COD,Delivered,WELCOME10,10,449.8,0,4498.0,4048.2,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2025-12-28,Delhi,Instagram Ads,23-27
337,229,10,1,2199.0,2199.0,193,2025-12-28 18:38:00,COD,Delivered,WELCOME10,10,449.8,0,4498.0,4048.2,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2025-12-28,Delhi,Instagram Ads,23-27
338,230,1,1,999.0,999.0,194,2025-12-28 14:30:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2025-12-28,Delhi,Influencer,18-22
339,231,8,1,699.0,699.0,54,2025-12-28 13:04:00,Prepaid,Delivered,FESTIVE20,20,139.8,0,699.0,559.2,0,Baseball Cap,Blanc,Accessory,699,384.0,2025-10-21,Pune,Instagram Ads,35+
340,232,5,1,1099.0,1099.0,195,2025-12-29 13:49:00,COD,RTO,REF10,10,519.6,0,5196.0,4676.4,1,Men's Polo,Blanc,Polo,1099,550.0,2025-12-29,Hyderabad,Google Ads,28-34
341,232,7,1,1499.0,1499.0,195,2025-12-29 13:49:00,COD,RTO,REF10,10,519.6,0,5196.0,4676.4,1,Sweatpants,Noir,Bottoms,1499,735.0,2025-12-29,Hyderabad,Google Ads,28-34
342,232,3,2,1299.0,2598.0,195,2025-12-29 13:49:00,COD,RTO,REF10,10,519.6,0,5196.0,4676.4,1,Terry Oversized Tee,Noir,Tee,1299,650.0,2025-12-29,Hyderabad,Google Ads,28-34
343,233,4,1,1199.0,1199.0,196,2025-12-29 09:51:00,COD,Returned,WELCOME10,10,119.9,49,1199.0,1128.1,0,Acid Wash Tee,Noir,Tee,1199,576.0,2025-12-29,Lucknow,Organic/Direct,23-27
344,234,9,1,999.0,999.0,197,2025-12-29 15:29:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1,0,Terry Shorts,Blanc,Bottoms,999,500.0,2025-12-29,Indore,Google Ads,23-27
345,235,2,2,999.0,1998.0,198,2025-12-30 12:06:00,COD,Delivered,LAUNCH15,15,299.7,0,1998.0,1698.3,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-30,Jaipur,Google Ads,23-27
346,236,7,1,1499.0,1499.0,199,2025-12-30 09:52:00,Prepaid,Delivered,FESTIVE20,20,999.6,0,4998.0,3998.4,0,Sweatpants,Noir,Bottoms,1499,735.0,2025-12-30,Delhi,Organic/Direct,18-22
347,236,12,1,3499.0,3499.0,199,2025-12-30 09:52:00,Prepaid,Delivered,FESTIVE20,20,999.6,0,4998.0,3998.4,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-30,Delhi,Organic/Direct,18-22
348,237,12,1,3499.0,3499.0,200,2025-12-30 18:26:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2025-12-30,Pune,Organic/Direct,18-22
349,238,7,1,1499.0,1499.0,201,2025-12-31 14:53:00,COD,Delivered,NONE,0,0.0,0,3698.0,3698.0,0,Sweatpants,Noir,Bottoms,1499,735.0,2025-12-31,Delhi,Instagram Ads,28-34
350,238,10,1,2199.0,2199.0,201,2025-12-31 14:53:00,COD,Delivered,NONE,0,0.0,0,3698.0,3698.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2025-12-31,Delhi,Instagram Ads,28-34
351,239,6,1,1599.0,1599.0,202,2025-12-31 16:52:00,COD,Delivered,LAUNCH15,15,434.7,0,2898.0,2463.3,0,Oversized Shirt,Noir,Shirt,1599,752.0,2025-12-31,Ahmedabad,Google Ads,23-27
352,239,3,1,1299.0,1299.0,202,2025-12-31 16:52:00,COD,Delivered,LAUNCH15,15,434.7,0,2898.0,2463.3,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2025-12-31,Ahmedabad,Google Ads,23-27
353,240,2,1,999.0,999.0,203,2025-12-31 13:50:00,COD,RTO,LAUNCH15,15,149.85,49,999.0,898.15,1,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-31,Nagpur,Influencer,28-34
354,241,11,1,2299.0,2299.0,204,2026-01-01 15:35:00,COD,Delivered,REF10,10,229.9,0,2299.0,2069.1,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-01-01,Ahmedabad,Organic/Direct,18-22
355,242,2,1,999.0,999.0,205,2026-01-01 16:14:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-01-01,Indore,Organic/Direct,23-27
356,243,10,1,2199.0,2199.0,206,2026-01-02 12:41:00,COD,RTO,NONE,0,0.0,0,2199.0,2199.0,1,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-01-02,Pune,Google Ads,23-27
357,244,7,1,1499.0,1499.0,207,2026-01-02 18:39:00,COD,RTO,NONE,0,0.0,0,1499.0,1499.0,1,Sweatpants,Noir,Bottoms,1499,735.0,2026-01-02,Nashik,Organic/Direct,18-22
358,245,5,1,1099.0,1099.0,208,2026-01-02 18:49:00,Prepaid,Delivered,REF10,10,109.9,0,1099.0,989.1,0,Men's Polo,Blanc,Polo,1099,550.0,2026-01-02,Jaipur,Organic/Direct,18-22
359,246,8,1,699.0,699.0,209,2026-01-02 14:44:00,COD,Delivered,NONE,0,0.0,49,699.0,748.0,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-01-02,Indore,Organic/Direct,23-27
360,247,1,1,999.0,999.0,210,2026-01-02 15:53:00,COD,Delivered,NONE,0,0.0,0,2098.0,2098.0,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-01-02,Ahmedabad,Referral,28-34
361,247,5,1,1099.0,1099.0,210,2026-01-02 15:53:00,COD,Delivered,NONE,0,0.0,0,2098.0,2098.0,0,Men's Polo,Blanc,Polo,1099,550.0,2026-01-02,Ahmedabad,Referral,28-34
362,248,9,1,999.0,999.0,211,2026-01-03 14:33:00,COD,Cancelled,REF10,10,199.8,0,1998.0,1798.2,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-01-03,Pune,Instagram Ads,18-22
363,248,1,1,999.0,999.0,211,2026-01-03 14:33:00,COD,Cancelled,REF10,10,199.8,0,1998.0,1798.2,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-01-03,Pune,Instagram Ads,18-22
364,249,7,1,1499.0,1499.0,212,2026-01-03 13:22:00,COD,Delivered,LAUNCH15,15,224.85,49,1499.0,1323.15,0,Sweatpants,Noir,Bottoms,1499,735.0,2026-01-03,Indore,Organic/Direct,23-27
365,250,1,1,999.0,999.0,213,2026-01-03 18:40:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-01-03,Hyderabad,Influencer,23-27
366,251,3,1,1299.0,1299.0,214,2026-01-04 17:27:00,COD,Delivered,NONE,0,0.0,0,2298.0,2298.0,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-01-04,Pune,Referral,18-22
367,251,2,1,999.0,999.0,214,2026-01-04 17:27:00,COD,Delivered,NONE,0,0.0,0,2298.0,2298.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-01-04,Pune,Referral,18-22
368,252,10,1,2199.0,2199.0,215,2026-01-04 11:24:00,COD,Delivered,NONE,0,0.0,0,5698.0,5698.0,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-01-04,Indore,Instagram Ads,18-22
369,252,12,1,3499.0,3499.0,215,2026-01-04 11:24:00,COD,Delivered,NONE,0,0.0,0,5698.0,5698.0,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-01-04,Indore,Instagram Ads,18-22
370,253,4,1,1199.0,1199.0,37,2026-01-04 14:05:00,COD,Delivered,FESTIVE20,20,239.8,49,1199.0,1008.2,0,Acid Wash Tee,Noir,Tee,1199,576.0,2025-10-12,Pune,Organic/Direct,28-34
371,254,9,1,999.0,999.0,216,2026-01-05 13:48:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-01-05,Indore,Google Ads,23-27
372,255,3,1,1299.0,1299.0,217,2026-01-05 14:04:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-01-05,Nagpur,Google Ads,23-27
373,256,2,1,999.0,999.0,218,2026-01-05 12:01:00,Prepaid,Delivered,FESTIVE20,20,639.4,0,3197.0,2557.6,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-01-05,Mumbai,Influencer,18-22
374,256,1,1,999.0,999.0,218,2026-01-05 12:01:00,Prepaid,Delivered,FESTIVE20,20,639.4,0,3197.0,2557.6,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-01-05,Mumbai,Influencer,18-22
375,256,4,1,1199.0,1199.0,218,2026-01-05 12:01:00,Prepaid,Delivered,FESTIVE20,20,639.4,0,3197.0,2557.6,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-01-05,Mumbai,Influencer,18-22
376,257,1,1,999.0,999.0,219,2026-01-05 17:37:00,COD,RTO,NONE,0,0.0,0,4498.0,4498.0,1,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-01-05,Pune,Influencer,18-22
377,257,12,1,3499.0,3499.0,219,2026-01-05 17:37:00,COD,RTO,NONE,0,0.0,0,4498.0,4498.0,1,Full Fit Combo,Noir,Combo,3499,1715.0,2026-01-05,Pune,Influencer,18-22
378,258,2,2,999.0,1998.0,192,2026-01-05 18:26:00,COD,Delivered,FESTIVE20,20,399.6,0,1998.0,1598.4,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2025-12-27,Bengaluru,Influencer,18-22
379,259,10,1,2199.0,2199.0,220,2026-01-05 13:11:00,COD,RTO,LAUNCH15,15,674.7,0,4498.0,3823.3,1,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-01-05,Pune,Organic/Direct,18-22
380,259,11,1,2299.0,2299.0,220,2026-01-05 13:11:00,COD,RTO,LAUNCH15,15,674.7,0,4498.0,3823.3,1,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-01-05,Pune,Organic/Direct,18-22
381,260,3,1,1299.0,1299.0,221,2026-01-06 18:45:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-01-06,Jaipur,Influencer,23-27
382,261,6,1,1599.0,1599.0,141,2026-01-07 16:22:00,COD,Delivered,WELCOME10,10,159.9,49,1599.0,1488.1,0,Oversized Shirt,Noir,Shirt,1599,752.0,2025-12-07,Indore,Instagram Ads,23-27
383,262,7,1,1499.0,1499.0,222,2026-01-07 08:20:00,COD,RTO,LAUNCH15,15,1274.25,0,8495.0,7220.75,1,Sweatpants,Noir,Bottoms,1499,735.0,2026-01-07,Nagpur,Organic/Direct,18-22
384,262,3,2,1299.0,2598.0,222,2026-01-07 08:20:00,COD,RTO,LAUNCH15,15,1274.25,0,8495.0,7220.75,1,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-01-07,Nagpur,Organic/Direct,18-22
385,262,10,2,2199.0,4398.0,222,2026-01-07 08:20:00,COD,RTO,LAUNCH15,15,1274.25,0,8495.0,7220.75,1,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-01-07,Nagpur,Organic/Direct,18-22
386,263,3,1,1299.0,1299.0,223,2026-01-07 16:37:00,Prepaid,Delivered,REF10,10,129.9,0,1299.0,1169.1,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-01-07,Bengaluru,Instagram Ads,35+
387,264,3,1,1299.0,1299.0,224,2026-01-07 16:14:00,Prepaid,Delivered,NONE,0,0.0,0,1299.0,1299.0,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-01-07,Nagpur,Influencer,23-27
388,265,12,1,3499.0,3499.0,225,2026-01-09 19:02:00,COD,Delivered,WELCOME10,10,469.8,0,4698.0,4228.2,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-01-09,Delhi,Influencer,28-34
389,265,4,1,1199.0,1199.0,225,2026-01-09 19:02:00,COD,Delivered,WELCOME10,10,469.8,0,4698.0,4228.2,0,Acid Wash Tee,Noir,Tee,1199,576.0,2026-01-09,Delhi,Influencer,28-34
390,266,10,2,2199.0,4398.0,226,2026-01-09 18:59:00,COD,RTO,NONE,0,0.0,0,4398.0,4398.0,1,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-01-09,Mumbai,Organic/Direct,23-27
391,267,11,1,2299.0,2299.0,227,2026-01-10 09:03:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0,0,Blanc Essentials Combo,Blanc,Combo,2299,1150.0,2026-01-10,Jaipur,Instagram Ads,18-22
392,268,3,1,1299.0,1299.0,228,2026-01-11 16:25:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-01-11,Hyderabad,Instagram Ads,23-27
393,269,1,1,999.0,999.0,177,2026-01-11 21:11:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2025-12-22,Nagpur,Instagram Ads,28-34
394,270,9,1,999.0,999.0,229,2026-01-11 19:37:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-01-11,Hyderabad,Organic/Direct,23-27
395,271,12,2,3499.0,6998.0,230,2026-01-11 09:09:00,COD,Returned,REF10,10,699.8,0,6998.0,6298.2,0,Full Fit Combo,Noir,Combo,3499,1715.0,2026-01-11,Mumbai,Instagram Ads,18-22
396,272,8,1,699.0,699.0,231,2026-01-12 14:45:00,COD,Delivered,REF10,10,69.9,49,699.0,678.1,0,Baseball Cap,Blanc,Accessory,699,384.0,2026-01-12,Ahmedabad,Instagram Ads,18-22
397,273,9,2,999.0,1998.0,232,2026-01-12 20:17:00,Prepaid,Cancelled,WELCOME10,10,199.8,0,1998.0,1798.2,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-01-12,Nashik,Google Ads,28-34
398,274,2,1,999.0,999.0,233,2026-01-13 12:56:00,COD,Delivered,NONE,0,0.0,0,2598.0,2598.0,0,Oversized Tee - Blanc,Blanc,Tee,999,519.0,2026-01-13,Nagpur,Influencer,23-27
399,274,6,1,1599.0,1599.0,233,2026-01-13 12:56:00,COD,Delivered,NONE,0,0.0,0,2598.0,2598.0,0,Oversized Shirt,Noir,Shirt,1599,752.0,2026-01-13,Nagpur,Influencer,23-27
400,275,1,1,999.0,999.0,207,2026-01-13 15:06:00,COD,RTO,WELCOME10,10,99.9,49,999.0,948.1,1,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-01-02,Nashik,Organic/Direct,18-22
401,276,1,1,999.0,999.0,234,2026-01-13 13:58:00,COD,Delivered,FESTIVE20,20,499.6,0,2498.0,1998.4,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2026-01-13,Delhi,Organic/Direct,23-27
402,276,7,1,1499.0,1499.0,234,2026-01-13 13:58:00,COD,Delivered,FESTIVE20,20,499.6,0,2498.0,1998.4,0,Sweatpants,Noir,Bottoms,1499,735.0,2026-01-13,Delhi,Organic/Direct,23-27
403,277,10,1,2199.0,2199.0,235,2026-01-14 20:01:00,Prepaid,Delivered,REF10,10,319.8,0,3198.0,2878.2,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-01-14,Nagpur,Organic/Direct,23-27
404,277,9,1,999.0,999.0,235,2026-01-14 20:01:00,Prepaid,Delivered,REF10,10,319.8,0,3198.0,2878.2,0,Terry Shorts,Blanc,Bottoms,999,500.0,2026-01-14,Nagpur,Organic/Direct,23-27
405,278,3,1,1299.0,1299.0,236,2026-01-15 13:21:00,Prepaid,Delivered,WELCOME10,10,129.9,0,1299.0,1169.1,0,Terry Oversized Tee,Noir,Tee,1299,650.0,2026-01-15,Mumbai,Instagram Ads,18-22
406,279,10,1,2199.0,2199.0,237,2026-01-17 15:10:00,COD,Delivered,LAUNCH15,15,329.85,0,2199.0,1869.15,0,Noir Starter Combo,Noir,Combo,2199,1121.0,2026-01-17,Lucknow,Influencer,23-27
407,280,1,1,999.0,999.0,143,2026-01-17 18:04:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1,0,Oversized Tee - Noir,Noir,Tee,999,519.0,2025-12-08,Ahmedabad,Instagram Ads,28-34
