order_item_id,order_id,product_id,quantity,unit_price,line_total
808,541,7,2,1499.0,2998.0
809,541,3,1,1299.0,1299.0
810,542,1,1,999.0,999.0
811,543,1,1,999.0,999.0
812,544,2,1,999.0,999.0
813,545,2,1,999.0,999.0
814,546,9,1,999.0,999.0
815,546,2,1,999.0,999.0
816,547,12,1,3499.0,3499.0
817,548,6,1,1599.0,1599.0
818,548,4,1,1199.0,1199.0
819,549,5,1,1099.0,1099.0
820,549,12,1,3499.0,3499.0
821,550,10,1,2199.0,2199.0
822,551,1,1,999.0,999.0
823,551,7,1,1499.0,1499.0
824,551,11,1,2299.0,2299.0
825,552,1,1,999.0,999.0
826,553,1,1,999.0,999.0
827,554,7,1,1499.0,1499.0
828,555,4,1,1199.0,1199.0
829,556,4,1,1199.0,1199.0
830,556,1,1,999.0,999.0
831,557,1,1,999.0,999.0
832,557,12,1,3499.0,3499.0
833,558,11,1,2299.0,2299.0
834,559,11,1,2299.0,2299.0
835,560,12,1,3499.0,3499.0
836,561,2,1,999.0,999.0
837,562,8,1,699.0,699.0
838,562,5,1,1099.0,1099.0
839,563,9,1,999.0,999.0
840,564,6,1,1599.0,1599.0
841,565,1,1,999.0,999.0
842,566,6,1,1599.0,1599.0
843,567,5,1,1099.0,1099.0
844,568,1,1,999.0,999.0
845,569,2,1,999.0,999.0
846,569,3,1,1299.0,1299.0
847,570,11,1,2299.0,2299.0
848,571,2,1,999.0,999.0
849,572,4,1,1199.0,1199.0
850,573,11,1,2299.0,2299.0
851,573,2,1,999.0,999.0
852,574,5,1,1099.0,1099.0
853,574,4,1,1199.0,1199.0
854,575,10,1,2199.0,2199.0
855,575,3,1,1299.0,1299.0
856,576,4,1,1199.0,1199.0
857,577,1,1,999.0,999.0
858,577,5,1,1099.0,1099.0
859,578,10,1,2199.0,2199.0
860,579,10,1,2199.0,2199.0
861,580,5,1,1099.0,1099.0
862,580,8,1,699.0,699.0
863,581,10,2,2199.0,4398.0
864,582,5,1,1099.0,1099.0
865,583,12,1,3499.0,3499.0
866,584,11,1,2299.0,2299.0
867,584,1,2,999.0,1998.0
868,584,8,1,699.0,699.0
869,585,1,1,999.0,999.0
870,586,8,2,699.0,1398.0
871,587,4,2,1199.0,2398.0
872,588,4,1,1199.0,1199.0
873,589,2,1,999.0,999.0
874,590,10,1,2199.0,2199.0
875,591,1,2,999.0,1998.0
876,591,3,1,1299.0,1299.0
877,592,2,1,999.0,999.0
878,592,12,1,3499.0,3499.0
879,592,1,1,999.0,999.0
880,593,4,1,1199.0,1199.0
881,594,2,1,999.0,999.0
882,594,5,1,1099.0,1099.0
883,595,4,2,1199.0,2398.0
884,595,12,2,3499.0,6998.0
885,596,10,1,2199.0,2199.0
886,597,2,1,999.0,999.0
887,597,10,2,2199.0,4398.0
888,598,12,1,3499.0,3499.0
889,599,2,1,999.0,999.0
890,599,9,1,999.0,999.0
891,600,6,1,1599.0,1599.0
892,600,3,1,1299.0,1299.0
893,601,2,1,999.0,999.0
894,602,7,1,1499.0,1499.0
895,603,10,2,2199.0,4398.0
896,603,12,2,3499.0,6998.0
897,604,7,1,1499.0,1499.0
898,605,11,1,2299.0,2299.0
899,606,9,1,999.0,999.0
900,606,2,2,999.0,1998.0
901,607,11,1,2299.0,2299.0
902,608,2,1,999.0,999.0
903,608,1,1,999.0,999.0
904,609,5,1,1099.0,1099.0
905,609,1,1,999.0,999.0
906,610,9,2,999.0,1998.0
907,611,1,1,999.0,999.0
908,612,10,1,2199.0,2199.0
909,613,5,2,1099.0,2198.0
910,614,11,1,2299.0,2299.0
911,615,11,1,2299.0,2299.0
912,615,5,1,1099.0,1099.0
913,615,1,1,999.0,999.0
914,616,8,2,699.0,1398.0
915,617,2,1,999.0,999.0
916,617,1,1,999.0,999.0
917,618,1,1,999.0,999.0
918,619,7,1,1499.0,1499.0
919,620,2,1,999.0,999.0
920,620,5,1,1099.0,1099.0
921,620,1,1,999.0,999.0
922,621,11,1,2299.0,2299.0
923,622,8,2,699.0,1398.0
924,623,9,1,999.0,999.0
925,623,1,1,999.0,999.0
926,624,5,2,1099.0,2198.0
927,625,8,1,699.0,699.0
928,625,9,1,999.0,999.0
929,625,10,2,2199.0,4398.0
930,626,5,1,1099.0,1099.0
931,626,2,1,999.0,999.0
932,627,7,1,1499.0,1499.0
933,627,3,2,1299.0,2598.0
934,628,1,2,999.0,1998.0
935,629,2,1,999.0,999.0
936,629,11,2,2299.0,4598.0
937,630,3,1,1299.0,1299.0
938,630,8,1,699.0,699.0
939,630,2,1,999.0,999.0
940,631,3,1,1299.0,1299.0
941,632,4,2,1199.0,2398.0
942,632,9,1,999.0,999.0
943,633,1,2,999.0,1998.0
944,633,2,1,999.0,999.0
945,633,12,1,3499.0,3499.0
946,634,2,2,999.0,1998.0
947,635,4,1,1199.0,1199.0
948,636,5,1,1099.0,1099.0
949,637,1,1,999.0,999.0
950,637,2,1,999.0,999.0
951,637,8,1,699.0,699.0
952,638,12,1,3499.0,3499.0
953,638,11,1,2299.0,2299.0
954,638,4,1,1199.0,1199.0
955,639,7,1,1499.0,1499.0
956,639,5,1,1099.0,1099.0
957,639,12,1,3499.0,3499.0
958,640,10,1,2199.0,2199.0
959,640,6,2,1599.0,3198.0
960,641,4,1,1199.0,1199.0
961,642,4,1,1199.0,1199.0
962,643,3,1,1299.0,1299.0
963,644,1,1,999.0,999.0
964,644,4,1,1199.0,1199.0
965,645,2,2,999.0,1998.0
966,646,4,1,1199.0,1199.0
967,646,3,1,1299.0,1299.0
968,647,8,1,699.0,699.0
969,647,10,1,2199.0,2199.0
970,647,4,1,1199.0,1199.0
971,648,3,1,1299.0,1299.0
972,648,12,1,3499.0,3499.0
973,649,1,2,999.0,1998.0
974,649,6,1,1599.0,1599.0
975,649,7,1,1499.0,1499.0
976,650,1,1,999.0,999.0
977,650,6,1,1599.0,1599.0
978,651,10,1,2199.0,2199.0
979,652,11,1,2299.0,2299.0
980,653,10,1,2199.0,2199.0
981,654,1,1,999.0,999.0
982,654,7,1,1499.0,1499.0
983,655,3,1,1299.0,1299.0
984,656,3,1,1299.0,1299.0
985,657,6,1,1599.0,1599.0
986,658,2,1,999.0,999.0
987,659,9,1,999.0,999.0
988,660,7,1,1499.0,1499.0
989,661,2,1,999.0,999.0
990,662,10,1,2199.0,2199.0
991,662,1,1,999.0,999.0
992,663,5,1,1099.0,1099.0
993,663,9,1,999.0,999.0
994,664,5,2,1099.0,2198.0
995,665,9,2,999.0,1998.0
996,665,3,1,1299.0,1299.0
997,665,7,1,1499.0,1499.0
998,666,4,1,1199.0,1199.0
999,667,1,1,999.0,999.0
1000,668,7,1,1499.0,1499.0
1001,669,6,1,1599.0,1599.0
1002,669,7,1,1499.0,1499.0
1003,669,5,1,1099.0,1099.0
1004,670,8,1,699.0,699.0
1005,670,3,1,1299.0,1299.0
1006,671,4,1,1199.0,1199.0
1007,672,4,1,1199.0,1199.0
1008,672,11,1,2299.0,2299.0
1009,673,10,1,2199.0,2199.0
1010,674,12,1,3499.0,3499.0
1011,675,12,1,3499.0,3499.0
1012,675,8,2,699.0,1398.0
1013,676,1,1,999.0,999.0
1014,676,4,2,1199.0,2398.0
1015,676,5,1,1099.0,1099.0
1016,677,6,1,1599.0,1599.0
1017,678,1,1,999.0,999.0
1018,679,5,1,1099.0,1099.0
1019,680,3,1,1299.0,1299.0
1020,680,10,1,2199.0,2199.0
1021,680,5,1,1099.0,1099.0
1022,681,3,1,1299.0,1299.0
1023,681,7,1,1499.0,1499.0
1024,682,8,1,699.0,699.0
1025,683,1,1,999.0,999.0
1026,684,4,1,1199.0,1199.0
1027,685,7,1,1499.0,1499.0
1028,685,5,2,1099.0,2198.0
1029,686,7,1,1499.0,1499.0
1030,687,4,1,1199.0,1199.0
1031,688,6,1,1599.0,1599.0
1032,688,10,1,2199.0,2199.0
1033,689,10,1,2199.0,2199.0
1034,690,1,2,999.0,1998.0
1035,691,9,1,999.0,999.0
1036,692,2,1,999.0,999.0
1037,693,1,1,999.0,999.0
1038,693,2,1,999.0,999.0
1039,694,2,1,999.0,999.0
1040,695,5,1,1099.0,1099.0
1041,696,8,1,699.0,699.0
1042,697,11,2,2299.0,4598.0
1043,697,2,1,999.0,999.0
1044,698,2,1,999.0,999.0
1045,699,12,1,3499.0,3499.0
1046,700,2,1,999.0,999.0
1047,700,3,1,1299.0,1299.0
1048,700,10,1,2199.0,2199.0
1049,701,4,1,1199.0,1199.0
1050,702,7,1,1499.0,1499.0
1051,702,1,1,999.0,999.0
1052,703,9,1,999.0,999.0
1053,704,8,1,699.0,699.0
1054,705,3,1,1299.0,1299.0
1055,706,4,1,1199.0,1199.0
1056,707,4,1,1199.0,1199.0
1057,708,2,1,999.0,999.0
1058,709,2,1,999.0,999.0
1059,709,5,1,1099.0,1099.0
1060,710,3,1,1299.0,1299.0
1061,710,10,1,2199.0,2199.0
1062,710,11,1,2299.0,2299.0
1063,711,7,1,1499.0,1499.0
1064,712,4,1,1199.0,1199.0
1065,712,7,1,1499.0,1499.0
1066,713,2,1,999.0,999.0
1067,714,1,1,999.0,999.0
1068,715,10,1,2199.0,2199.0
1069,715,2,1,999.0,999.0
1070,716,1,1,999.0,999.0
1071,717,2,1,999.0,999.0
1072,717,1,1,999.0,999.0
1073,718,10,1,2199.0,2199.0
1074,719,12,1,3499.0,3499.0
1075,720,5,1,1099.0,1099.0
1076,721,7,1,1499.0,1499.0
1077,722,1,1,999.0,999.0
1078,723,3,1,1299.0,1299.0
1079,724,11,1,2299.0,2299.0
1080,725,11,1,2299.0,2299.0
1081,725,7,1,1499.0,1499.0
1082,725,4,1,1199.0,1199.0
1083,726,10,1,2199.0,2199.0
1084,726,12,1,3499.0,3499.0
1085,727,7,2,1499.0,2998.0
1086,728,5,1,1099.0,1099.0
1087,729,1,1,999.0,999.0
1088,730,3,1,1299.0,1299.0
1089,731,1,1,999.0,999.0
1090,732,7,1,1499.0,1499.0
1091,733,7,1,1499.0,1499.0
1092,733,6,1,1599.0,1599.0
1093,734,12,1,3499.0,3499.0
1094,734,1,1,999.0,999.0
1095,735,11,1,2299.0,2299.0
1096,736,9,1,999.0,999.0
1097,736,10,1,2199.0,2199.0
1098,737,10,1,2199.0,2199.0
1099,737,5,1,1099.0,1099.0
1100,738,1,1,999.0,999.0
1101,739,3,1,1299.0,1299.0
1102,740,11,1,2299.0,2299.0
1103,740,3,1,1299.0,1299.0
1104,741,7,1,1499.0,1499.0
1105,741,1,1,999.0,999.0
1106,741,10,1,2199.0,2199.0
1107,742,12,1,3499.0,3499.0
1108,743,9,1,999.0,999.0
1109,743,5,1,1099.0,1099.0
1110,744,11,1,2299.0,2299.0
1111,745,7,2,1499.0,2998.0
1112,745,3,1,1299.0,1299.0
1113,746,12,1,3499.0,3499.0
1114,747,12,1,3499.0,3499.0
1115,747,2,1,999.0,999.0
1116,748,6,1,1599.0,1599.0
1117,748,10,2,2199.0,4398.0
1118,749,11,1,2299.0,2299.0
1119,750,1,1,999.0,999.0
1120,751,5,1,1099.0,1099.0
1121,752,6,1,1599.0,1599.0
1122,753,10,1,2199.0,2199.0
1123,754,2,1,999.0,999.0
1124,755,8,1,699.0,699.0
1125,756,4,1,1199.0,1199.0
1126,757,10,2,2199.0,4398.0
1127,758,8,1,699.0,699.0
1128,758,12,1,3499.0,3499.0
1129,759,7,1,1499.0,1499.0
1130,760,2,1,999.0,999.0
1131,761,3,1,1299.0,1299.0
1132,762,4,2,1199.0,2398.0
1133,762,3,1,1299.0,1299.0
1134,763,5,1,1099.0,1099.0
1135,764,4,1,1199.0,1199.0
1136,765,6,2,1599.0,3198.0
1137,766,8,2,699.0,1398.0
1138,767,4,2,1199.0,2398.0
1139,768,11,2,2299.0,4598.0
1140,769,8,1,699.0,699.0
1141,770,1,1,999.0,999.0
1142,771,8,1,699.0,699.0
1143,772,3,2,1299.0,2598.0
1144,773,9,2,999.0,1998.0
1145,773,10,1,2199.0,2199.0
1146,774,3,1,1299.0,1299.0
1147,775,4,1,1199.0,1199.0
1148,776,3,1,1299.0,1299.0
1149,777,7,1,1499.0,1499.0
1150,777,2,1,999.0,999.0
1151,778,10,1,2199.0,2199.0
1152,779,6,1,1599.0,1599.0
1153,779,8,1,699.0,699.0
1154,780,9,1,999.0,999.0
1155,781,5,1,1099.0,1099.0
1156,782,7,1,1499.0,1499.0
1157,783,2,1,999.0,999.0
1158,784,12,1,3499.0,3499.0
1159,784,11,1,2299.0,2299.0
1160,784,1,2,999.0,1998.0
1161,785,7,1,1499.0,1499.0
1162,786,11,1,2299.0,2299.0
1163,786,4,1,1199.0,1199.0
1164,787,11,2,2299.0,4598.0
1165,788,9,1,999.0,999.0
1166,789,9,1,999.0,999.0
1167,789,2,1,999.0,999.0
1168,789,5,1,1099.0,1099.0
1169,790,2,1,999.0,999.0
1170,791,3,1,1299.0,1299.0
1171,791,1,1,999.0,999.0
1172,792,1,1,999.0,999.0
1173,793,1,1,999.0,999.0
1174,794,12,1,3499.0,3499.0
1175,795,12,1,3499.0,3499.0
1176,795,1,1,999.0,999.0
1177,796,10,1,2199.0,2199.0
1178,797,9,1,999.0,999.0
1179,798,8,1,699.0,699.0
1180,799,3,1,1299.0,1299.0
1181,799,8,2,699.0,1398.0
1182,800,6,1,1599.0,1599.0
1183,801,9,1,999.0,999.0
1184,802,7,1,1499.0,1499.0
1185,802,8,1,699.0,699.0
1186,802,1,1,999.0,999.0
1187,803,11,1,2299.0,2299.0
1188,804,11,2,2299.0,4598.0
1189,805,1,1,999.0,999.0
1190,805,7,1,1499.0,1499.0
1191,806,6,1,1599.0,1599.0
1192,806,10,1,2199.0,2199.0
1193,807,1,1,999.0,999.0
1194,808,12,1,3499.0,3499.0
1195,809,10,1,2199.0,2199.0
1196,810,7,1,1499.0,1499.0
1197,810,10,1,2199.0,2199.0
1198,811,1,1,999.0,999.0
1199,811,7,1,1499.0,1499.0
1200,812,2,1,999.0,999.0
1201,812,3,1,1299.0,1299.0
1202,813,3,1,1299.0,1299.0
1203,813,4,1,1199.0,1199.0
1204,814,11,1,2299.0,2299.0
1205,814,4,2,1199.0,2398.0
1206,815,9,1,999.0,999.0
1207,815,5,1,1099.0,1099.0
1208,815,7,2,1499.0,2998.0
1209,816,10,1,2199.0,2199.0
1210,817,2,1,999.0,999.0
1211,818,1,1,999.0,999.0
1212,818,11,1,2299.0,2299.0
1213,819,1,1,999.0,999.0
1214,820,4,1,1199.0,1199.0
1215,820,9,1,999.0,999.0
1216,821,7,1,1499.0,1499.0
1217,822,1,1,999.0,999.0
1218,823,7,1,1499.0,1499.0
1219,824,9,1,999.0,999.0
1220,824,5,1,1099.0,1099.0
1221,825,3,1,1299.0,1299.0
1222,825,4,2,1199.0,2398.0
1223,825,8,1,699.0,699.0
1224,826,4,1,1199.0,1199.0
1225,827,12,1,3499.0,3499.0
1226,827,4,1,1199.0,1199.0
1227,827,5,1,1099.0,1099.0
1228,828,11,2,2299.0,4598.0
1229,829,1,1,999.0,999.0
1230,829,7,1,1499.0,1499.0
1231,829,11,1,2299.0,2299.0
1232,830,3,1,1299.0,1299.0
1233,831,12,1,3499.0,3499.0
1234,831,1,1,999.0,999.0
1235,832,10,1,2199.0,2199.0
1236,832,3,1,1299.0,1299.0
1237,833,2,1,999.0,999.0
1238,833,1,1,999.0,999.0
1239,833,3,1,1299.0,1299.0
1240,834,5,1,1099.0,1099.0
1241,835,7,1,1499.0,1499.0
1242,835,1,1,999.0,999.0
